"X1","X2","component","subcomponent"
"1",22.1128042456237,24.0301221389099,4,4.5
"2",18.495738876757,27.0064812100894,4,4.5
"3",21.3112118439141,26.3309833617434,4,4.5
"4",22.3731347583793,27.1252893957593,4,4.5
"5",19.5761731553762,25.6865021276656,4,4.5
"6",19.3428175236331,29.6608302374931,4,4.5
"7",20.9551583472345,25.7513122291302,4,4.5
"8",19.4598974932833,23.7289052556697,4,4.5
"9",21.0533653931571,30.2580146087665,4,4.5
"10",22.8035123804233,28.6687288193026,4,4.5
"11",21.5426081942726,23.5866387954887,4,4.5
"12",19.7017066148985,23.7576021586159,4,4.5
"13",18.851320890042,29.1631845793615,4,4.5
"14",18.9299599255554,30.0926090705856,4,4.5
"15",22.0642105832191,29.8062466134064,4,4.5
"16",23.6989099724848,28.0684222767837,4,4.5
"17",20.3233626173257,20.342795745179,4,4.5
"18",20.4884202752443,23.7552922255083,4,4.5
"19",17.3364379293111,28.0661629331212,4,4.5
"20",18.5000063805608,26.4277376617717,4,4.5
"21",20.3328643148744,19.3157877850947,4,4.5
"22",20.3480470856167,23.8046145774038,4,4.5
"23",19.7323783540988,26.4718477574261,4,4.5
"24",21.5256690536771,25.8546681401351,4,4.5
"25",19.7271665383686,24.4889860260546,4,4.5
"26",18.0574002801223,27.9632280777821,4,4.5
"27",19.4017355455334,22.6074071259923,4,4.5
"28",20.5081403819415,25.2340381557966,4,4.5
"29",19.8453770188556,27.5431913257676,4,4.5
"30",20.0025955460613,21.7955295892644,4,4.5
"31",21.3986164639854,27.3359289904849,4,4.5
"32",19.6155644935446,24.439074473675,4,4.5
"33",19.6024595320063,21.3191358258514,4,4.5
"34",20.0845210179281,31.1948576199496,4,4.5
"35",20.1660946760947,21.8031877700465,4,4.5
"36",20.2430783599898,28.8439725862598,4,4.5
"37",19.4435703043729,28.6147301094099,4,4.5
"38",21.735204100096,27.6805710573628,4,4.5
"39",21.6317969974186,23.393482682702,4,4.5
"40",18.7269958446213,22.5332451957449,4,4.5
"41",22.3490835060805,19.6950991278314,4,4.5
"42",18.5230435924729,21.8512070046497,4,4.5
"43",19.7512735544972,27.660170056982,4,4.5
"44",21.2057867594638,24.7702825818484,4,4.5
"45",18.7826756266201,22.337587746568,4,4.5
"46",19.7328188094385,24.8504196393348,4,4.5
"47",18.5697281483876,24.362243105273,4,4.5
"48",19.8727048451675,24.6403023909437,4,4.5
"49",21.4180688929254,24.8750721931177,4,4.5
"50",21.3149041102752,26.3395587292472,4,4.5
"51",18.3569690253682,27.832858239371,4,4.5
"52",19.9522141149626,20.0809546139919,4,4.5
"53",19.3497190941389,26.2707021146232,4,4.5
"54",20.8048566610667,28.1869369141556,4,4.5
"55",19.0887724065386,29.396819253077,4,4.5
"56",19.5799213970095,22.8351755009278,4,4.5
"57",18.9950020706486,23.2138502305448,4,4.5
"58",20.0113724150164,25.2575059011724,4,4.5
"59",18.086584781243,25.5975585451938,4,4.5
"60",21.3417673635002,27.05068428067,4,4.5
"61",20.3901985008465,24.7338488817039,4,4.5
"62",21.3599186708678,30.887805941522,4,4.5
"63",21.3094456986453,29.2575095959762,4,4.5
"64",21.6221792058249,26.7170112626751,4,4.5
"65",21.0345093194269,25.6194202319573,4,4.5
"66",20.3736070083765,24.6051696993849,4,4.5
"67",20.4293158295661,25.3012764645524,4,4.5
"68",19.7961804037437,20.1787875532531,4,4.5
"69",21.8940075797281,25.1076579900227,4,4.5
"70",20.9902712419269,25.6162993943471,4,4.5
"71",21.5942154006473,21.0065797417151,4,4.5
"72",19.3742355009797,24.210900862038,4,4.5
"73",20.0826487059141,20.3096311307009,4,4.5
"74",21.1701459255873,29.3240482623815,4,4.5
"75",20.4432015340067,30.6167155690537,4,4.5
"76",20.5747288173265,30.8112490691298,4,4.5
"77",19.0047883206468,27.648965765111,4,4.5
"78",19.4101488520647,27.2839779586606,4,4.5
"79",19.2033529986173,23.3255769353572,4,4.5
"80",22.4102688999417,25.7259552812851,4,4.5
"81",19.8664750156357,26.9241511136876,4,4.5
"82",20.7021452688287,27.986264754871,4,4.5
"83",21.3192097257559,24.3235665727145,4,4.5
"84",20.3506231926263,24.6042752586248,4,4.5
"85",19.1617935402416,25.2684793971766,4,4.5
"86",18.7458416218565,20.5061812902163,4,4.5
"87",22.9960316635656,22.2439888455607,4,4.5
"88",17.9786087515049,24.5670281966939,4,4.5
"89",19.0600610151908,30.961307149133,4,4.5
"90",21.2241596464054,26.8076723340118,4,4.5
"91",20.2183747665228,20.7412059394412,4,4.5
"92",20.1252481774652,24.8185574552834,4,4.5
"93",19.6574476589097,28.9225404022216,4,4.5
"94",19.8091780602619,22.9638696103232,4,4.5
"95",21.9721097497726,29.8648989691435,4,4.5
"96",20.4079669979946,28.2334283641038,4,4.5
"97",20.6635426338578,21.9831901396087,4,4.5
"98",16.2120764963256,25.5990502994914,4,4.5
"99",18.9149272375068,25.2691247442683,4,4.5
"100",17.7241163173968,26.3821783823029,4,4.5
"101",19.7950923333402,25.2317639327014,4,4.5
"102",21.4478478103784,24.8050857335107,4,4.5
"103",22.2479540898501,25.7591813707734,4,4.5
"104",21.2519103242268,22.6340525354715,4,4.5
"105",21.2083200798268,21.0257556926576,4,4.5
"106",20.9266341159048,25.4692182049368,4,4.5
"107",23.4650929870694,26.2425707609775,4,4.5
"108",19.9971705041473,22.5145397098983,4,4.5
"109",19.070114080138,25.3907145915161,4,4.5
"110",21.4339323849145,20.4639858322631,4,4.5
"111",20.9764875620043,24.9919999640753,4,4.5
"112",20.8058605272478,25.2206697689783,4,4.5
"113",19.071710762809,27.0381188297551,4,4.5
"114",20.8898061854373,25.5903969971942,4,4.5
"115",18.3025851505934,29.4679970624891,4,4.5
"116",19.3358507764787,26.3987762805289,4,4.5
"117",21.011934618939,27.2279381909325,4,4.5
"118",22.0531988456537,18.8466832591243,4,4.5
"119",19.8459946517604,26.2733363657214,4,4.5
"120",19.9496550852966,23.2680653680077,4,4.5
"121",23.6556853925563,24.0783365285085,4,4.5
"122",19.4126266134945,27.2971072760769,4,4.5
"123",19.3389584083807,23.707445869409,4,4.5
"124",18.8290342169004,24.3543188023608,4,4.5
"125",19.9401568490392,23.8852350108443,4,4.5
"126",19.5844846196913,25.8298708979054,4,4.5
"127",20.6642035592479,23.500611269946,4,4.5
"128",21.0585523548102,25.2979494156647,4,4.5
"129",19.0960390750991,26.8743701463021,4,4.5
"130",20.2317327299261,20.6944653444593,4,4.5
"131",22.1901925404711,24.5909697751968,4,4.5
"132",20.7270125122764,17.648700090216,4,4.5
"133",21.3987150673217,26.3295195765112,4,4.5
"134",21.119231425427,25.2454207489457,4,4.5
"135",21.6258371838155,25.8433891538864,4,4.5
